Item,Pallet No.,Serial No,Pmax(W),Voc(V),Isc(A),Ipm(A),Vpm(V),FF,Order,Pallet Order,Exclude,UUID,Inverter,String
1,1,GZNE29274,332.7,70.6,6.087,5.629,59.1,77.42,749,1,0,0003,11,S58
2,1,GZNE29276,335.8,70.7,6.096,5.667,59.25,77.88,2091,1,0,0006,11,S61
3,1,GZNE29268,332.4,70.7,6.066,5.623,59.11,77.56,601,1,0,0009,11,S58
4,1,GZNE29291,332.8,70.6,6.08,5.625,59.16,77.53,658,1,0,0012,11,S58
5,1,GZNE29292,335.5,70.7,6.097,5.666,59.2,77.86,2081,1,0,0015,11,S61
6,1,GZNE29288,332.6,70.7,6.077,5.621,59.17,77.46,532,1,0,0018,11,S58
7,1,GZNE29271,335.4,70.7,6.108,5.666,59.19,77.72,2080,1,0,0021,11,S61
8,1,GZNE29285,332.6,70.6,6.072,5.62,59.18,77.56,493,1,0,0024,11,S58
9,1,GZNE29254,335.2,70.6,6.077,5.668,59.14,78.13,2100,1,0,0027,11,S61
10,1,GZNE29264,332.1,70.4,6.099,5.633,58.95,77.3,847,1,0,0030,11,S58
11,1,GZNE29269,335.3,70.7,6.073,5.661,59.23,78.13,1980,1,0,0033,11,S61
12,1,GZNE29260,332.3,70.5,6.083,5.627,59.05,77.47,701,1,0,0036,11,S58
13,1,GZNE29282,335,70.6,6.088,5.668,59.11,77.89,2099,1,0,0039,11,S61
14,1,GZNE29280,335.3,70.7,6.086,5.669,59.16,77.98,2115,1,0,0042,11,S61
15,1,GZNE29087,336.6,70.7,6.099,5.677,59.28,78.08,2158,1,0,0045,11,S61
16,1,GZNE29184,334.7,70.6,6.109,5.675,58.97,77.64,2157,1,0,0048,11,S61
17,1,GZNE29110,336.6,70.7,6.113,5.678,59.29,77.9,2160,1,0,0051,11,S61
18,1,GZNE29059,332.7,70.6,6.083,5.629,59.1,77.52,750,1,0,0054,11,S58
19,1,GZNE29061,336.1,70.7,6.1,5.671,59.26,77.89,2141,1,0,0057,11,S61
20,1,GZNE29018,330.9,70.6,6.056,5.614,58.94,77.44,238,1,0,0060,11,S58
21,1,GZNE28990,336.4,70.7,6.1,5.671,59.32,77.98,2142,1,0,0063,11,S61
22,1,GZNE28993,336.4,70.7,6.092,5.67,59.33,78.12,2128,1,0,0066,11,S61
23,1,GZNE28984,332.9,70.6,6.063,5.631,59.11,77.79,794,1,0,0069,11,S58
24,1,GZNE28996,336.7,70.8,6.085,5.668,59.42,78.2,2106,1,0,0072,11,S65
25,1,GZNE29020,333.3,70.6,6.082,5.631,59.19,77.65,800,1,0,0075,11,S58
26,1,GZNE29019,333.6,70.6,6.079,5.63,59.25,77.68,776,1,0,0078,11,S58
27,1,GZNE29000,336.6,70.7,6.101,5.67,59.36,78.02,2129,1,0,0081,11,S65
28,1,GZNE29001,336.7,70.8,6.1,5.67,59.38,78.01,2130,1,0,0084,11,S65
29,1,GZNE28998,335.9,70.8,6.079,5.654,59.41,78.09,1734,1,0,0087,11,S65
30,1,GZNE29004,336.4,70.7,6.096,5.661,59.42,78,1990,1,0,0090,11,S65
31,1,GZNE29347,335.9,70.9,6.09,5.661,59.34,77.86,1988,1,0,0093,11,S65
32,1,GZNE29262,332.5,70.5,6.053,5.632,59.03,77.9,814,1,0,0096,11,S58
33,1,GZNE29346,335.5,70.9,6.064,5.648,59.4,78.03,1445,1,0,0099,11,S57
34,1,GZNE29334,332.2,70.7,6.06,5.619,59.13,77.56,444,1,0,0102,11,S69
35,1,GZNE29306,335.5,70.7,6.093,5.664,59.23,77.84,2046,1,0,0105,11,S65
36,1,GZNE29320,333.4,70.7,6.074,5.652,58.99,77.64,1613,1,0,0108,11,S65
37,1,GZNE29322,334.2,70.6,6.089,5.661,59.04,77.8,1969,1,0,0111,11,S65
38,1,GZNE29328,333,70.8,6.083,5.623,59.22,77.38,605,1,0,0114,11,S69
39,1,GZNE29295,333.2,70.7,6.069,5.625,59.23,77.67,663,1,0,0117,11,S69
40,1,G6NH24768,331.8,70.6,6.07,5.628,58.96,77.37,725,1,0,0120,11,S57
41,2,H1NE07473,333.4,70.8,6.054,5.611,59.42,77.74,174,2,0,0123,11,S69
42,2,H1NE07449,332,70.8,6.057,5.608,59.2,77.47,88,2,0,0126,11,S69
43,2,H1NE07346,334.8,70.7,6.063,5.655,59.2,78.06,1764,2,0,0129,11,S65
44,2,H1NE07477,335.1,70.9,6.066,5.652,59.3,77.92,1634,2,0,0132,11,S65
45,2,H1NE07446,332.6,70.5,6.056,5.622,59.15,77.92,564,2,0,0135,11,S69
46,2,H1NE07457,333.8,70.7,6.092,5.646,59.12,77.53,1336,2,0,0138,11,S57
47,2,H1NE07460,333.5,70.8,6.057,5.645,59.07,77.72,1288,2,0,0141,11,S57
48,2,H1NE07429,335.2,70.9,6.069,5.646,59.37,77.9,1350,2,0,0144,11,S57
49,2,H1NE07436,333.7,70.7,6.063,5.623,59.34,77.89,616,2,0,0147,11,S69
50,2,H1NE07447,333.3,70.7,6.059,5.619,59.32,77.85,461,2,0,0150,11,S69
51,2,H1NE07440,333.3,70.8,6.061,5.612,59.39,77.67,192,2,0,0153,11,S69
52,2,H1NE07451,333.3,70.7,6.05,5.618,59.32,77.87,407,2,0,0156,11,S69
53,2,H1NE07448,333.5,70.7,6.066,5.62,59.33,77.71,510,2,0,0159,11,S69
54,2,H1NE07452,333.3,70.7,6.06,5.617,59.33,77.77,372,2,0,0162,11,S69
55,2,H1NE07453,333.8,70.8,6.044,5.614,59.46,77.98,269,2,0,0165,11,S69
56,2,H1NE07454,333.8,70.8,6.03,5.616,59.43,78.17,340,2,0,0168,11,S73
57,2,H1NE07456,333.2,70.7,6.044,5.617,59.33,77.98,368,2,0,0171,11,S73
58,2,H1NE07458,333.3,70.8,6.055,5.613,59.38,77.8,227,2,0,0174,11,S73
59,2,H1NE07459,333.6,70.8,6.048,5.616,59.4,77.94,338,2,0,0177,11,S73
60,2,H1NE07461,333.4,70.8,6.046,5.612,59.42,77.86,193,2,0,0180,11,S73
61,2,H1NE07462,333.5,70.7,6.061,5.621,59.33,77.79,551,2,0,0183,11,S73
62,2,H1NE07431,335.5,70.9,6.074,5.654,59.34,77.9,1727,2,0,0186,11,S65
63,2,H1NE07428,333.1,70.7,6.055,5.618,59.3,77.81,403,2,0,0189,11,S73
64,2,H1NE07433,335.9,70.9,6.091,5.656,59.38,77.82,1818,2,0,0192,11,S65
65,2,H1NE07430,334.1,70.9,6.046,5.618,59.48,77.99,433,2,0,0195,11,S73
66,2,H1NE07432,333.1,70.6,6.075,5.623,59.24,77.65,606,2,0,0198,11,S73
67,2,H1NE07435,332.5,70.8,6.069,5.615,59.23,77.4,281,2,0,0201,11,S73
68,2,H1NE07434,335.2,70.8,6.093,5.656,59.27,77.65,1808,2,0,0204,11,S70
69,2,H1NE07438,333.1,70.7,6.075,5.621,59.25,77.51,540,2,0,0207,11,S73
70,2,H1NE07437,334.3,70.9,6.079,5.656,59.11,77.62,1797,2,0,0210,11,S70
71,2,H1NE07439,335,70.8,6.088,5.658,59.2,77.75,1876,2,0,0213,11,S70
72,2,H1NE07441,333.7,70.9,6.055,5.606,59.53,77.71,66,2,0,0216,11,S73
73,2,H1NE07443,333.8,70.9,6.072,5.608,59.53,77.53,102,2,0,0219,11,S74
74,2,H1NE07442,335,71,6.055,5.634,59.45,77.94,886,2,0,0222,11,S57
75,2,H1NE07445,333.5,70.8,6.051,5.608,59.47,77.82,101,2,0,0225,11,S74
76,2,H1NE07444,334.4,70.9,6.061,5.635,59.33,77.82,913,2,0,0228,11,S57
77,2,H1NE07396,335,70.7,6.086,5.665,59.13,77.83,2064,2,0,0231,11,S70
78,2,H1NE07401,335.2,70.6,6.093,5.669,59.13,77.96,2114,2,0,0234,11,S70
79,2,H1NE07397,333.6,70.7,6.098,5.622,59.34,77.42,579,2,0,0237,11,S74
80,2,GZNE29647,332.3,70.7,6.065,5.611,59.23,77.49,161,2,0,0240,11,S74
81,3,H1NE07798,334.6,70.6,6.095,5.663,59.09,77.74,2017,3,0,0243,11,S70
82,3,H1NE07797,333.5,70.6,6.091,5.653,58.99,77.51,1656,3,0,0246,11,S70
83,3,H1NE07767,331.8,70.5,6.06,5.617,59.07,77.64,348,3,0,0249,11,S74
84,3,H1NE07766,333.1,70.6,6.094,5.654,58.92,77.42,1704,3,0,0252,11,S70
85,3,H1NE07769,331.2,70.3,6.05,5.622,58.91,77.85,556,3,0,0255,11,S74
86,3,H1NE07768,333,70.6,6.067,5.651,58.92,77.77,1568,3,0,0258,11,S70
87,3,H1NE07771,330.7,70.3,6.051,5.619,58.85,77.71,435,3,0,0261,11,S73
88,3,H1NE07772,333,70.6,6.069,5.646,58.98,77.77,1331,3,0,0264,11,S57
89,3,H1NE07773,331.6,70.5,6.05,5.616,59.05,77.7,314,3,0,0267,11,S74
90,3,H1NE07774,334.1,70.7,6.069,5.647,59.16,77.84,1392,3,0,0270,11,S57
91,3,H1NE07775,332.5,70.6,6.058,5.643,58.93,77.73,1164,3,0,0273,11,S57
92,3,H1NE07778,331.7,70.6,6.047,5.609,59.14,77.68,104,3,0,0276,11,S74
93,3,H1NE07776,333.6,70.7,6.068,5.642,59.13,77.76,1136,3,0,0279,11,S57
94,3,H1NE07780,331.3,70.6,6.03,5.595,59.2,77.77,4,3,0,0282,04,N77
95,3,H1NE07779,332.8,70.7,6.054,5.635,59.07,77.76,907,3,0,0285,11,S57
96,3,H1NE07781,330.8,70.7,6.043,5.602,59.04,77.43,21,3,0,0288,04,N78
97,3,H1NE07782,333.4,70.7,6.055,5.634,59.17,77.87,882,3,0,0291,11,S57
98,3,H1NE07727,331.6,70.7,6.053,5.611,59.09,77.48,153,3,0,0294,11,S74
99,3,H1NE07736,331.8,70.7,6.047,5.603,59.22,77.66,33,3,0,0297,08,N79
100,3,H1NE07738,331,70.7,6.043,5.603,59.07,77.51,28,3,0,0300,08,N79
101,3,H1NE07730,333.8,70.8,6.062,5.645,59.13,77.77,1289,3,0,0303,11,S54
102,3,H1NE07732,333.9,70.7,6.077,5.656,59.03,77.67,1791,3,0,0306,11,S70
103,3,H1NE07734,335,70.9,6.075,5.65,59.29,77.78,1541,3,0,0309,11,S70
104,3,H1NE07742,334.7,70.8,6.061,5.649,59.25,78,1489,3,0,0312,11,S70
105,3,H1NE07740,332.1,70.7,6.048,5.599,59.32,77.68,12,3,0,0315,04,N77
106,3,H1NE07737,332.2,70.7,6.03,5.603,59.29,77.97,35,3,0,0318,08,N79
107,3,H1NE07739,334,70.8,6.083,5.648,59.13,77.52,1433,3,0,0321,11,S54
108,3,H1NE07746,331.6,70.7,6.019,5.604,59.18,77.96,38,3,0,0324,08,N79
109,3,H1NE07741,335,70.9,6.063,5.651,59.29,77.94,1590,3,0,0327,11,S70
110,3,H1NE07748,330.7,70.5,6.071,5.608,58.97,77.32,84,3,0,0330,11,S74
111,3,H1NE07744,334.2,70.9,6.07,5.643,59.23,77.72,1180,3,0,0333,11,S54
112,3,H1NE07757,331.2,70.5,6.02,5.603,59.11,78,29,3,0,0336,08,N79
113,3,H1NE07758,330.5,70.1,6.079,5.624,58.77,77.51,622,3,0,0339,11,S74
114,3,H1NE07749,333.5,70.5,6.071,5.661,58.91,77.93,1968,3,0,0342,11,S54
115,3,H1NE07743,334.7,70.8,6.057,5.647,59.27,78.07,1401,3,0,0345,11,S54
116,3,H1NE07756,331.6,70.5,6.049,5.617,59.04,77.77,346,3,0,0348,11,S74
117,3,H1NE07747,333.9,70.5,6.077,5.649,59.1,77.89,1481,3,0,0351,11,S54
118,3,H1NE07760,331.3,70.5,6.07,5.61,59.04,77.43,130,3,0,0354,11,S74
119,3,H1NE07750,333,70.7,6.059,5.654,58.9,77.79,1703,3,0,0357,11,S54
120,3,GZNE29697,335.9,70.7,6.08,5.662,59.32,78.09,2007,3,0,0360,11,S54
121,4,H1NE07751,333.4,70.6,6.067,5.653,58.98,77.8,1655,4,0,0363,11,S54
122,4,H1NE07755,332.9,70.5,6.059,5.649,58.93,77.95,1477,4,0,0366,11,S54
123,4,H1NE07752,331.3,70.5,6.05,5.611,59.04,77.64,150,4,0,0369,11,S53
124,4,H1NE07745,333.6,70.8,6.042,5.634,59.21,77.94,883,4,0,0372,11,S62
125,4,H1NE07754,333.1,70.7,6.084,5.645,59,77.5,1284,4,0,0375,11,S54
126,4,H1NE07759,332.7,70.4,6.075,5.65,58.89,77.75,1518,4,0,0378,11,S62
127,4,H1NE07763,333.7,70.7,6.073,5.654,59.01,77.72,1709,4,0,0381,11,S54
128,4,H1NE07702,333.8,70.8,6.081,5.654,59.05,77.55,1711,4,0,0384,11,S62
129,4,H1NE07700,332.2,70.7,6.027,5.612,59.2,77.95,182,4,0,0387,11,S53
130,4,H1NE07698,333.9,70.8,6.08,5.653,59.07,77.55,1659,4,0,0390,11,S62
131,4,H1NE07699,332.4,70.7,6.025,5.609,59.26,77.99,112,4,0,0393,11,S53
132,4,H1NE07695,332.5,70.8,6.075,5.652,58.83,77.29,1609,4,0,0396,11,S62
133,4,H1NE07694,332.6,70.7,6.068,5.62,59.17,77.51,494,4,0,0399,11,S53
134,4,H1NE07668,334.3,70.5,6.09,5.672,58.93,77.8,2148,4,0,0402,11,S66
135,4,H1NE07688,331.5,70.5,6.049,5.621,58.97,77.73,523,4,0,0405,11,S53
136,4,H1NE07690,333.7,70.8,6.081,5.651,59.06,77.5,1574,4,0,0408,11,S62
137,4,H1NE07723,331.3,70.5,6.043,5.614,59.02,77.77,241,4,0,0411,11,S53
138,4,H1NE07697,333.2,70.7,6.079,5.644,59.04,77.55,1233,4,0,0414,11,S62
139,4,H1NE07721,331.9,70.6,6.058,5.613,59.12,77.63,206,4,0,0417,11,S53
140,4,H1NE07725,332.9,70.7,6.056,5.621,59.22,77.72,537,4,0,0420,11,S53
141,4,H1NE07661,334.4,70.8,6.083,5.648,59.21,77.65,1434,4,0,0423,11,S62
142,4,H1NE07731,333.1,70.7,6.057,5.621,59.26,77.84,541,4,0,0426,11,S53
143,4,H1NE07643,334.4,70.9,6.084,5.656,59.14,77.54,1800,4,0,0429,11,S66
144,4,H1NE07729,332.7,70.7,6.079,5.622,59.18,77.4,568,4,0,0432,11,S53
145,4,H1NE07717,334.8,70.7,6.08,5.658,59.18,77.85,1874,4,0,0435,11,S66
146,4,H1NE07733,333.3,70.8,6.063,5.62,59.31,77.7,506,4,0,0438,11,S53
147,4,H1NE07715,334.2,70.7,6.082,5.658,59.07,77.72,1870,4,0,0441,11,S66
148,4,H1NE07718,332.4,70.6,6.055,5.624,59.11,77.75,628,4,0,0444,11,S53
149,4,H1NE07713,333.9,70.6,6.099,5.668,58.92,77.56,2097,4,0,0447,11,S66
150,4,H1NE07716,332,70.4,6.067,5.627,59,77.69,699,4,0,0450,11,S53
151,4,H1NE07714,332.4,70.6,6.045,5.625,59.09,77.91,653,4,0,0453,09,S13
152,4,H1NE07711,334.5,70.7,6.089,5.659,59.12,77.71,1908,4,0,0456,11,S66
153,4,H1NE07712,332.3,70.5,6.046,5.621,59.12,77.93,529,4,0,0459,09,S13
154,4,H1NE07693,334.6,70.8,6.085,5.661,59.11,77.62,1973,4,0,0462,11,S66
155,4,H1NE07708,331.5,70.6,6.056,5.619,58.99,77.55,438,4,0,0465,09,S13
156,4,H1NE07709,334.2,70.7,6.082,5.659,59.06,77.69,1905,4,0,0468,11,S66
157,4,H1NE07705,330.4,70.6,6.045,5.607,58.92,77.38,67,4,0,0471,09,S13
158,4,H1NE07710,334.2,70.6,6.086,5.666,58.97,77.75,2079,4,0,0474,11,S66
159,4,H1NE07663,332,70.6,6.064,5.613,59.16,77.6,211,4,0,0477,09,S13
160,4,GZNE29188,336.1,70.7,6.112,5.673,59.24,77.82,2154,4,0,0480,11,S66
161,5,H1NE07706,333,70.7,6.071,5.645,58.99,77.59,1283,5,0,0483,11,S62
162,5,H1NE07692,331.7,70.7,6.063,5.618,59.05,77.44,390,5,0,0486,09,S13
163,5,H1NE07701,331.7,70.7,6.058,5.61,59.12,77.47,133,5,0,0489,09,S13
164,5,H1NE07696,332.3,70.6,6.071,5.638,58.94,77.52,982,5,0,0492,11,S62
165,5,H1NE07691,331.9,70.7,6.057,5.612,59.14,77.48,180,5,0,0495,09,S13
166,5,H1NE07704,333.8,70.8,6.074,5.648,59.11,77.58,1432,5,0,0498,11,S62
167,5,H1NE07687,332.3,70.7,6.08,5.623,59.1,77.36,599,5,0,0501,09,S13
168,5,H1NE07703,332.2,70.8,6.067,5.647,58.83,77.32,1370,5,0,0504,09,S12
169,5,H1NE07684,331.6,70.5,6.057,5.616,59.03,77.6,315,5,0,0507,09,S13
170,5,H1NE07689,334.2,70.8,6.077,5.652,59.13,77.65,1619,5,0,0510,09,S12
171,5,H1NE07685,332.6,70.6,6.06,5.648,58.87,77.77,1422,5,0,0513,09,S12
172,5,H1NE07722,332.4,70.6,6.058,5.623,59.12,77.74,602,5,0,0516,09,S13
173,5,H1NE07724,333,70.6,6.091,5.65,58.93,77.39,1524,5,0,0519,09,S12
174,5,H1NE07632,332.9,70.8,6.037,5.609,59.34,77.92,120,5,0,0522,09,S13
175,5,H1NE07675,333.7,70.5,6.065,5.658,58.98,78.04,1866,5,0,0525,11,S66
176,5,H1NE07676,333.8,70.6,6.06,5.649,59.09,78,1480,5,0,0528,09,S12
177,5,H1NE07662,331.5,70.7,6.059,5.612,59.08,77.4,179,5,0,0531,09,S13
178,5,H1NE07680,333.8,70.7,6.06,5.639,59.19,77.9,1037,5,0,0534,09,S12
179,5,H1NE07625,334.4,70.8,6.072,5.655,59.14,77.83,1759,5,0,0537,11,S66
180,5,H1NE07677,331.9,70.5,6.026,5.613,59.12,78.15,207,5,0,0540,09,S09
181,5,H1NE07614,334.6,70.9,6.079,5.656,59.16,77.64,1801,5,0,0543,09,S12
182,5,H1NE07679,332.1,70.5,6.024,5.613,59.17,78.23,212,5,0,0546,09,S09
183,5,H1NE07681,331.9,70.5,6.032,5.609,59.17,78.05,105,5,0,0549,09,S09
184,5,H1NE07678,334.3,70.6,6.071,5.654,59.12,78,1713,5,0,0552,09,S12
185,5,H1NE07682,331.6,70.5,6.027,5.615,59.06,78.1,272,5,0,0555,09,S09
186,5,H1NE07686,334.3,70.7,6.077,5.661,59.04,77.75,1970,5,0,0558,09,S04
187,5,H1NE07683,331.9,70.7,6.047,5.619,59.08,77.68,439,5,0,0561,09,S09
188,5,H1NE07652,334.5,70.8,6.069,5.649,59.21,77.85,1485,5,0,0564,09,S12
189,5,H1NE07635,332.9,70.8,6.045,5.606,59.38,77.79,61,5,0,0567,09,S09
190,5,H1NE07660,332.2,70.7,6.071,5.611,59.21,77.43,159,5,0,0570,09,S09
191,5,H1NE07640,334.3,70.9,6.068,5.646,59.22,77.76,1339,5,0,0573,09,S12
192,5,H1NE07664,332.7,70.6,6.068,5.621,59.19,77.65,533,5,0,0576,09,S09
193,5,H1NE07667,332.3,70.6,6.046,5.612,59.21,77.8,184,5,0,0579,09,S09
194,5,H1NE07655,334.8,70.9,6.065,5.652,59.24,77.92,1630,5,0,0582,09,S12
195,5,H1NE07669,331.2,70.5,6.072,5.625,58.87,77.38,649,5,0,0585,09,S09
196,5,H1NE07665,334.2,70.8,6.065,5.645,59.2,77.86,1294,5,0,0588,09,S12
197,5,H1NE07634,333,70.8,6.04,5.614,59.31,77.89,255,5,0,0591,09,S09
198,5,H1NE07666,334.8,70.7,6.084,5.661,59.14,77.84,1976,5,0,0594,09,S04
199,5,H1NE07672,332.7,70.7,6.068,5.625,59.15,77.55,657,5,0,0597,09,S09
200,5,GZNE29684,332.9,70.6,6.054,5.629,59.14,77.91,752,5,0,0600,09,S07
201,6,H1NE07811,333.5,70.6,6.07,5.654,59,77.85,1706,8,0,0603,09,S02
202,6,H1NE07826,331.7,70.7,6.019,5.6,59.24,77.93,14,8,0,0606,04,N78
203,6,H1NE07821,334,70.8,6.063,5.642,59.2,77.84,1137,8,0,0609,09,S02
204,6,H1NE07822,334,70.9,6.073,5.638,59.24,77.62,992,8,0,0612,09,S11
205,6,H1NE07825,334.5,70.9,6.077,5.653,59.17,77.67,1664,8,0,0615,09,S11
206,6,H1NE07815,332,70.7,6.038,5.611,59.16,77.77,157,8,0,0618,09,S10
207,6,H1NE07829,334.5,70.8,6.064,5.648,59.23,77.92,1435,8,0,0621,09,S11
208,6,H1NE07831,334.6,70.8,6.074,5.655,59.16,77.82,1762,8,0,0624,09,S11
209,6,H1NE07834,332.3,70.7,6.049,5.607,59.26,77.7,77,8,0,0627,09,S10
210,6,H1NE07783,334.1,70.8,6.061,5.652,59.12,77.87,1618,8,0,0630,09,S11
211,6,H1NE07762,331.2,70.4,6.053,5.619,58.95,77.7,436,8,0,0633,09,S10
212,6,H1NE07788,331.9,70.5,6.034,5.617,59.09,78,349,8,0,0636,09,S10
213,6,H1NE07770,332.6,70.7,6.097,5.655,58.82,77.22,1747,8,0,0639,09,S01
214,6,H1NE07785,332.2,70.6,6.063,5.616,59.14,77.62,317,8,0,0642,09,S10
215,6,H1NE07784,333.3,70.7,6.069,5.654,58.95,77.7,1705,8,0,0645,09,S11
216,6,H1NE07777,331.6,70.5,6.061,5.613,59.09,77.57,204,8,0,0648,09,S10
217,6,H1NE07791,332.2,70.6,6.093,5.65,58.79,77.27,1514,8,0,0651,09,S01
218,6,H1NE07806,331.2,70.5,6.056,5.614,59,77.54,239,8,0,0654,09,S10
219,6,H1NE07792,333.7,70.7,6.078,5.647,59.08,77.59,1390,8,0,0657,09,S11
220,6,H1NE07810,330.8,70.4,6.039,5.607,59.01,77.77,68,8,0,0660,09,S10
221,6,H1NE07735,334,70.7,6.075,5.647,59.15,77.77,1391,8,0,0663,09,S11
222,6,H1NE07790,332,70.6,6.046,5.61,59.17,77.78,136,8,0,0666,09,S10
223,6,H1NE07802,334.1,70.6,6.089,5.659,59.03,77.7,1904,8,0,0669,10,S26
224,6,H1NE07818,332.5,70.7,6.057,5.617,59.21,77.67,358,8,0,0672,09,S10
225,6,H1NE07793,334.1,70.7,6.087,5.658,59.04,77.6,1868,8,0,0675,10,S26
226,6,H1NE07794,333.6,70.6,6.08,5.65,59.04,77.73,1528,8,0,0678,09,S11
227,6,H1NE07819,332.2,70.8,6.032,5.611,59.2,77.84,160,8,0,0681,10,S25
228,6,H1NE07805,332.7,70.6,6.055,5.639,59,77.85,1024,8,0,0684,09,S11
229,6,H1NE07787,333.1,70.6,6.063,5.647,58.99,77.83,1386,8,0,0687,09,S11
230,6,H1NE07824,332.1,70.7,6.036,5.608,59.22,77.82,91,8,0,0690,10,S25
231,6,H1NE07807,333.9,70.6,6.098,5.656,59.04,77.54,1792,8,0,0693,09,S11
232,6,H1NE07795,334,70.7,6.087,5.655,59.06,77.62,1755,8,0,0696,10,S26
233,6,H1NE07728,334.9,70.9,6.076,5.659,59.18,77.76,1913,8,0,0699,10,S26
234,6,H1NE07820,332.8,70.8,6.039,5.613,59.3,77.84,219,8,0,0702,10,S25
235,6,H1NE07812,334,70.6,6.08,5.657,59.04,77.76,1828,8,0,0705,10,S26
236,6,H1NE07816,334.4,70.8,6.072,5.652,59.16,77.76,1622,8,0,0708,10,S26
237,6,H1NE07786,333.8,70.7,6.082,5.65,59.08,77.63,1529,8,0,0711,10,S26
238,6,H1NE07796,333.4,70.7,6.082,5.65,59.01,77.6,1526,8,0,0714,10,S26
239,6,H1NE07726,334.3,70.9,6.084,5.656,59.11,77.54,1798,8,0,0717,10,S26
240,6,GZNE29173,332.2,70.6,6.081,5.627,59.04,77.36,700,8,0,0720,10,S25
241,7,H1NE07892,332.3,70.6,6.045,5.609,59.25,77.87,110,9,0,0723,10,S25
242,7,H1NE07900,335,70.7,6.084,5.657,59.23,77.88,1835,9,0,0726,10,S26
243,7,H1NE07894,332.8,70.6,6.044,5.618,59.24,77.96,398,9,0,0729,10,S25
244,7,H1NE07888,335.2,70.7,6.069,5.655,59.28,78.14,1769,9,0,0732,10,S26
245,7,H1NE07896,332,70.5,6.045,5.619,59.08,77.85,441,9,0,0735,10,S25
246,7,H1NE07897,335.2,70.7,6.082,5.65,59.32,77.98,1544,9,0,0738,10,S26
247,7,H1NE07893,332,70.5,6.075,5.614,59.14,77.54,244,9,0,0741,10,S25
248,7,H1NE07895,335.4,70.8,6.082,5.65,59.36,77.94,1545,9,0,0744,10,S26
249,7,H1NE07891,332,70.4,6.035,5.618,59.1,78.11,391,9,0,0747,10,S25
250,7,H1NE07898,335.6,70.7,6.091,5.656,59.35,77.91,1814,9,0,0750,10,S21
251,7,H1NE07901,332.2,70.5,6.045,5.621,59.1,77.94,527,9,0,0753,10,S25
252,7,H1NE07899,334.8,70.8,6.072,5.65,59.26,77.9,1539,9,0,0756,10,S21
253,7,H1NE07890,335.1,70.6,6.083,5.653,59.29,78.03,1669,9,0,0759,10,S21
254,7,H1NE07903,330.5,70.7,6.052,5.613,58.87,77.29,202,9,0,0762,10,S25
255,7,H1NE07889,335.6,70.7,6.084,5.66,59.29,78.01,1954,9,0,0765,10,S21
256,7,H1NE07907,332.7,70.6,6.073,5.622,59.19,77.6,569,9,0,0768,10,S25
257,7,H1NE07887,335.4,70.6,6.09,5.659,59.27,77.98,1920,9,0,0771,10,S21
258,7,H1NE07906,332.9,70.7,6.031,5.62,59.22,78.11,499,9,0,0774,10,S25
259,7,H1NE07885,336.5,70.8,6.09,5.664,59.41,78.05,2054,9,0,0777,10,S21
260,7,H1NE07882,336.1,70.8,6.093,5.665,59.33,77.96,2072,9,0,0780,10,S21
261,7,H1NE07909,332.9,70.7,6.066,5.624,59.2,77.63,630,9,0,0783,10,S24
262,7,H1NE07911,332.7,70.6,6.062,5.626,59.13,77.69,685,9,0,0786,10,S24
263,7,H1NE07876,335.2,70.8,6.071,5.652,59.31,78.03,1636,9,0,0789,10,S21
264,7,H1NE07912,332.8,70.7,6.061,5.621,59.21,77.67,534,9,0,0792,10,S24
265,7,H1NE07913,332.3,70.5,6.077,5.622,59.1,77.51,559,9,0,0795,10,S24
266,7,H1NE07860,334.5,70.7,6.069,5.642,59.28,77.92,1139,9,0,0798,10,S18
267,7,H1NE07874,333.1,70.6,6.076,5.648,58.98,77.7,1430,9,0,0801,10,S21
268,7,H1NE07862,334.5,70.7,6.063,5.649,59.22,77.99,1486,9,0,0804,10,S21
269,7,H1NE07859,334.1,70.8,6.068,5.647,59.16,77.8,1393,9,0,0807,10,S21
270,7,H1NE07873,333.2,70.5,6.065,5.655,58.91,77.9,1752,9,0,0810,10,S21
271,7,H1NE07861,331.5,70.6,6.032,5.603,59.17,77.86,30,9,0,0813,08,N79
272,7,H1NE07883,334.8,70.8,6.082,5.661,59.14,77.8,1977,9,0,0816,10,S21
273,7,H1NE07845,331.2,70.5,6.072,5.602,59.12,77.31,23,9,0,0819,04,N78
274,7,H1NE07884,334.6,70.7,6.074,5.658,59.14,77.89,1873,9,0,0822,10,S18
275,7,H1NE07863,332.2,70.6,6.02,5.604,59.27,78.12,41,9,0,0825,08,N80
276,7,H1NE07875,334.7,70.7,6.085,5.66,59.14,77.76,1942,9,0,0828,10,S18
277,7,H1NE07879,335.3,70.8,6.085,5.661,59.23,77.84,1981,9,0,0831,10,S18
278,7,H1NE07881,335.1,70.7,6.074,5.665,59.15,78.02,2067,9,0,0834,10,S14
279,7,H1NE07865,331.9,70.5,6.031,5.607,59.19,78.02,72,9,0,0837,09,S08
280,7,GZNE29174,336,70.7,6.081,5.663,59.33,78.13,2031,9,0,0840,09,S06
281,8,H1NE07953,335.4,70.8,6.067,5.652,59.34,78.06,1638,10,0,0843,09,S06
282,8,H1NE07964,332.4,70.7,6.043,5.61,59.25,77.8,140,10,0,0846,09,S08
